index,is_relaxed,is_in_good_operators
0,False,True
1,False,True
2,False,True
3,False,True
4,True,True
5,False,True
6,False,True
7,False,True
8,True,True
9,False,False
10,False,True
11,False,True
12,False,False
13,False,False
14,False,False
15,False,True
16,False,True
17,False,True
18,False,True
19,False,False
20,False,True
21,False,True
22,False,True
23,False,False
24,False,False
25,False,True
26,False,True
27,False,False
28,False,False
29,True,True
30,False,False
31,False,False
32,False,False
33,False,False
34,True,True
35,False,False
36,False,False
37,False,False
38,False,False
39,False,False
40,False,False
41,False,True
42,False,False
43,False,False
44,False,True
45,False,False
46,False,False
47,False,False
48,False,False
49,False,True
50,True,True
51,False,False
52,False,False
53,False,False
54,False,False
55,False,True
56,False,False
57,False,False
58,False,True
59,True,True
60,False,False
61,False,False
62,False,True
63,False,True
64,False,False
65,False,False
66,False,False
67,False,False
68,False,False
69,False,True
70,False,False
71,False,False
72,False,True
73,False,True
74,False,True
75,True,True
76,False,True
77,False,True
78,False,True
79,False,False
80,False,False
81,False,False
82,False,False
83,False,True
84,False,False
85,False,False
86,False,False
87,False,False
88,False,False
89,False,False
90,False,False
91,False,False
92,False,False
93,False,False
94,True,True
95,False,False
96,False,False
97,False,False
98,False,False
99,False,False
100,False,True
101,False,False
102,False,False
103,False,False
104,False,False
105,False,True
106,False,False
107,False,False
108,False,False
109,True,True
110,False,False
111,False,True
112,False,False
113,False,False
114,False,False
115,False,False
116,False,False
117,False,False
118,False,False
119,False,False
120,False,False
121,True,True
122,False,False
123,False,False
124,False,False
125,False,False
126,False,False
127,False,False
128,False,True
129,False,True
130,False,False
131,True,True
132,False,False
133,False,True
134,False,True
135,False,False
136,False,False
137,False,False
138,False,False
139,False,True
140,False,False
141,False,False
142,False,False
143,False,False
144,False,False
145,False,False
146,False,False
147,False,False
148,False,False
149,False,False
150,False,False
151,False,False
152,False,False
153,True,True
154,False,False
155,False,False
156,False,False
157,False,False
158,False,False
159,False,False
160,False,False
161,False,False
162,False,False
163,False,False
164,False,False
165,False,False
166,False,False
167,False,False
168,True,True
169,False,False
170,False,True
171,False,False
172,False,False
173,False,False
174,False,False
175,False,True
176,False,True
177,False,False
178,False,False
179,False,False
180,True,True
181,False,True
182,False,False
183,False,False
184,False,True
185,False,False
186,True,True
187,False,False
188,False,False
189,False,True
190,False,True
191,False,False
192,False,False
193,False,False
194,False,False
195,False,True
196,False,False
197,False,False
198,True,True
199,False,False
200,False,False
201,False,False
202,False,False
203,False,False
204,False,False
205,False,False
206,False,False
207,False,False
208,False,False
209,False,False
210,False,False
211,False,False
212,False,False
213,False,False
214,False,False
215,False,False
216,False,False
217,False,False
218,False,False
219,False,False
220,False,False
221,False,False
222,False,False
223,False,False
224,False,False
225,True,True
226,False,False
227,False,False
228,False,False
229,False,False
230,False,False
231,False,False
232,False,False
233,False,False
234,False,False
235,False,False
236,False,False
237,False,False
238,False,False
239,False,False
240,False,False
241,False,False
242,False,False
243,False,False
244,False,False
245,False,False
246,False,False
247,False,False
248,False,False
249,False,False
250,False,False
251,False,True
252,False,False
253,True,True
254,False,True
255,False,False
256,False,False
257,False,False
258,True,True
259,False,True
260,False,False
261,False,False
262,False,False
263,False,False
264,False,False
265,False,True
266,False,False
267,False,False
268,False,True
269,False,False
270,True,True
271,False,False
272,False,True
273,False,True
274,False,False
275,False,False
276,False,False
277,False,False
278,False,False
279,False,True
280,False,False
281,False,False
282,False,True
283,False,True
284,False,True
285,False,False
286,False,True
287,False,True
288,False,True
289,False,False
290,True,True
291,False,False
292,False,False
293,False,True
294,False,False
295,False,False
296,False,False
297,False,False
298,False,False
299,False,False
300,False,False
301,False,False
302,False,False
303,False,False
304,False,False
305,False,False
306,False,False
307,False,False
308,False,False
309,False,False
310,False,True
311,False,False
312,False,False
313,False,False
314,False,False
315,False,True
316,True,True
317,False,False
318,False,False
319,False,False
320,False,False
321,False,True
322,False,False
323,False,False
324,False,False
325,False,False
326,False,False
327,False,False
328,False,False
329,False,False
330,False,False
331,False,False
332,False,False
333,False,False
334,False,False
335,False,False
336,True,True
337,False,False
338,False,True
339,False,True
340,True,True
341,False,False
342,False,False
343,False,True
344,False,True
345,False,False
346,False,False
347,False,False
348,False,False
349,False,True
350,False,False
351,False,False
352,False,False
353,False,False
354,False,False
355,False,False
356,False,False
357,False,False
358,False,False
359,False,False
360,False,False
361,False,False
362,False,False
363,False,False
364,False,False
365,False,False
366,False,False
367,False,False
368,False,False
369,False,False
370,False,False
371,False,False
372,False,False
373,False,False
374,False,False
375,False,False
376,True,True
377,False,False
378,False,False
379,False,False
380,False,True
381,False,False
382,False,False
383,False,False
384,True,True
385,False,True
386,False,True
387,False,False
388,False,False
389,False,False
390,False,False
391,False,True
392,False,False
393,False,False
394,False,True
395,False,False
396,False,False
397,False,False
398,False,False
399,False,True
400,False,True
401,False,False
402,False,False
403,False,False
404,True,True
405,False,True
406,False,False
407,False,False
408,False,False
409,False,False
410,False,False
411,False,False
412,False,False
413,False,False
414,False,False
415,False,False
416,True,True
417,False,False
418,False,False
419,False,False
420,False,False
421,False,False
422,False,False
423,True,True
424,False,False
425,False,False
426,False,False
427,False,False
428,False,False
429,False,False
430,False,False
431,False,False
432,False,False
433,False,False
434,False,False
435,False,False
436,False,False
437,False,False
438,False,False
439,False,False
440,False,False
441,False,False
442,True,True
443,False,False
444,False,False
445,False,False
446,False,False
447,False,False
448,False,False
449,False,False
