source,destination
16,93
9,63
0,5
11,69
14,86
6,48
1,15
13,81
2,32
16,95
8,57
0,7
11,71
6,50
4,41
1,17
2,25
15,89
2,34
16,97
8,59
0,0
0,9
4,43
1,19
2,27
9,60
12,77
0,2
14,83
3,37
7,53
1,12
13,78
1,21
2,29
5,46
9,62
11,68
14,85
7,55
1,14
13,80
1,23
2,31
16,94
8,56
14,87
6,49
18,103
10,65
4,40
1,16
13,82
17,98
2,24
2,33
12,74
15,91
6,51
18,105
10,67
0,11
1,18
17,100
2,26
2,35
12,76
18,107
0,4
7,52
1,20
3,39
17,102
2,28
5,45
9,61
0,6
7,54
11,70
1,13
2,30
5,47
15,88
16,96
8,58
10,64
0,8
11,72
4,42
12,73
15,90
18,104
0,1
10,66
0,10
3,36
17,99
12,75
15,92
18,106
0,3
14,84
3,38
17,101
5,44
13,79
1,22
