source,destination
13,97
0,5
8,73
12,89
3,40
6,57
11,87
1,15
4,48
7,65
2,32
0,7
9,74
12,91
3,33
3,42
6,59
1,17
7,67
2,25
0,0
8,68
0,9
9,76
12,93
3,35
6,61
1,19
2,27
13,94
5,53
0,2
9,78
3,37
1,12
4,45
7,62
10,79
1,21
2,29
5,55
6,56
1,14
4,47
7,64
10,81
2,22
2,31
12,90
6,58
1,16
7,66
10,83
2,24
5,50
12,92
8,70
1,18
11,84
2,26
5,52
13,96
0,4
8,72
1,11
1,20
3,39
11,86
2,28
5,54
4,46
13,98
0,6
1,13
10,80
3,41
11,88
2,30
4,49
0,8
9,75
3,34
10,82
3,43
2,23
6,60
0,1
8,69
0,10
9,77
3,36
4,44
5,51
13,95
0,3
8,71
3,38
11,85
7,63
