source,destination
4,64
6,91
2,39
7,99
5,74
0,5
5,83
1,15
3,49
1,24
4,57
6,84
2,32
4,66
2,41
7,101
11,117
5,76
0,7
3,42
1,17
16,134
1,26
4,59
2,34
0,0
5,78
0,9
3,44
1,19
12,120
4,61
8,107
2,36
10,113
5,71
0,2
5,80
13,124
15,130
1,21
2,29
8,109
2,38
10,115
6,93
5,73
5,82
1,14
1,23
3,51
2,31
2,40
9,110
6,86
4,68
11,116
6,95
5,75
7,103
1,16
16,133
1,25
3,53
2,33
9,112
14,126
6,88
11,118
6,97
5,77
7,105
0,11
1,18
3,46
3,55
2,35
12,122
4,63
14,128
6,90
5,70
7,98
0,4
13,123
0,13
1,20
3,48
2,28
8,108
2,37
4,56
4,65
6,92
7,100
0,6
13,125
3,50
2,30
4,58
6,85
4,67
6,94
7,102
0,8
16,132
3,43
3,52
12,119
1,27
4,60
9,111
6,87
4,69
6,96
7,104
0,1
5,79
0,10
3,45
15,129
3,54
12,121
4,62
14,127
6,89
10,114
5,72
0,3
7,106
5,81
0,12
3,47
15,131
1,22
