source,destination
10,34
16,84
4,9
5,10
9,26
12,52
10,27
15,78
16,86
11,44
3,6
2,4
9,19
12,45
6,13
10,29
15,80
11,37
16,88
0,0
13,58
9,21
12,47
15,73
10,31
7,14
16,81
11,39
14,65
13,60
1,3
12,49
15,75
10,33
16,83
11,41
14,67
13,62
15,77
10,35
16,85
11,43
14,69
5,11
13,55
10,28
11,36
16,87
3,7
14,71
13,57
9,23
10,30
11,38
14,64
4,8
13,59
1,2
8,17
9,25
10,32
12,51
11,40
14,66
13,61
9,18
12,53
6,12
15,79
11,42
14,68
13,54
2,5
9,20
12,46
15,72
14,70
16,89
13,56
0,1
9,22
12,48
15,74
7,15
14,63
16,82
8,16
9,24
12,50
15,76
