source,destination
80,175
52,104
98,211
15,30
87,190
4,9
64,142
97,209
71,157
25,50
5,10
12,25
57,121
88,191
22,44
94,204
11,23
29,59
78,171
50,100
13,26
19,39
62,138
95,205
101,218
3,6
18,37
36,73
85,185
2,4
20,40
9,19
26,53
57,123
102,219
10,20
43,87
6,13
75,165
27,54
16,33
34,69
59,132
37,74
0,0
79,174
82,179
54,108
57,125
100,215
69,154
23,47
41,83
66,146
44,88
7,14
86,188
56,117
89,193
63,141
76,168
30,61
48,97
60,135
14,28
32,64
67,150
21,43
57,127
1,3
93,202
70,155
42,84
77,169
84,184
55,111
56,119
87,189
39,78
74,164
28,57
46,93
49,98
58,131
12,24
73,162
91,198
61,136
94,203
57,129
81,178
35,71
53,107
56,112
65,145
19,38
80,176
98,212
101,217
64,143
71,158
5,11
92,199
72,159
26,52
57,122
33,67
17,34
50,101
78,172
96,208
56,114
99,213
62,139
34,68
51,102
68,152
40,81
3,7
24,48
85,186
103,222
69,153
41,82
47,95
10,21
56,116
31,62
38,77
63,140
76,167
48,96
4,8
37,75
83,182
60,134
67,149
21,42
1,2
45,91
8,17
55,110
11,22
29,58
44,89
90,196
56,118
74,163
28,56
46,92
52,105
15,31
58,130
18,36
36,72
97,210
25,51
32,65
81,177
35,70
53,106
9,18
42,85
70,156
22,45
88,192
65,144
43,86
56,120
6,12
39,79
13,27
16,32
49,99
95,206
61,137
33,66
79,173
2,5
20,41
57,124
96,207
23,46
56,113
102,220
68,151
40,80
86,187
75,166
27,55
103,221
59,133
30,60
92,200
72,160
0,1
93,201
47,94
82,180
54,109
57,126
17,35
100,216
56,115
66,147
38,76
84,183
99,214
51,103
7,15
83,181
89,194
24,49
67,148
73,161
45,90
91,197
8,16
14,29
57,128
90,195
77,170
31,63
