index,is_init,is_goal
0,False,False
1,True,False
2,True,False
3,False,False
4,True,False
5,False,False
6,False,False
7,True,False
8,False,False
9,True,False
10,False,False
11,False,False
12,True,True
13,False,False
14,False,False
15,False,False
16,False,False
17,False,False
18,False,False
19,False,False
20,False,False
21,False,False
22,False,False
23,False,False
24,False,False
25,False,False
26,False,False
27,False,False
28,True,False
29,False,False
30,True,False
31,False,False
32,False,False
33,True,False
34,False,False
35,True,False
36,True,False
37,False,False
38,True,False
39,False,False
40,False,False
41,True,False
42,False,False
43,True,False
44,False,False
45,True,False
