index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,False,True
4,True,False
5,False,False
6,False,False
7,False,False
8,False,False
9,False,False
10,False,False
11,False,False
12,False,False
13,False,True
14,False,False
15,True,False
16,False,False
17,False,False
18,False,False
19,False,False
20,False,False
21,False,True
22,False,False
23,True,False
24,False,False
25,False,False
26,False,False
27,False,False
28,False,False
29,False,True
30,True,False
31,False,False
32,False,False
33,False,False
34,False,False
35,True,False
36,False,False
37,False,False
38,False,False
39,False,True
40,False,False
41,False,False
42,False,False
43,False,True
44,False,False
45,True,False
46,False,False
47,False,False
48,False,False
49,False,False
50,False,False
51,False,False
52,False,False
53,False,True
54,False,False
55,True,False
56,False,False
57,False,False
58,False,False
59,True,False
60,False,True
61,False,False
62,False,False
63,False,False
64,False,False
65,False,False
66,False,False
67,True,False
68,False,False
69,True,False
70,False,False
71,False,False
72,True,False
73,False,False
74,False,False
75,True,False
76,False,False
77,False,False
78,False,False
79,True,False
80,False,False
81,False,False
82,True,False
83,False,False
84,False,False
