source,destination
6,18
25,96
26,103
24,72
21,64
6,20
25,89
17,51
25,98
19,57
16,49
12,36
26,117
9,28
14,42
25,82
7,21
25,91
17,53
22,67
19,59
0,0
15,46
12,38
26,119
14,44
8,25
25,75
10,31
25,84
7,23
25,93
3,10
0,2
5,16
26,112
1,3
26,121
25,77
25,86
25,95
23,70
26,105
26,114
1,5
18,55
26,123
25,79
25,88
11,34
25,97
4,13
26,107
26,116
2,6
24,73
25,81
20,60
25,90
17,52
22,66
13,39
26,100
15,45
26,109
12,37
26,118
2,8
8,24
25,74
10,30
25,83
20,62
25,92
22,68
3,9
13,41
26,102
15,47
26,111
26,120
8,26
25,76
10,32
25,85
21,63
6,19
23,69
3,11
26,104
16,48
26,113
1,4
18,54
26,122
9,27
25,78
25,87
11,33
21,65
23,71
4,12
19,58
26,106
16,50
26,115
18,56
9,29
14,43
25,80
11,35
7,22
4,14
26,99
26,108
0,1
5,15
2,7
20,61
13,40
25,94
26,101
26,110
5,17
