index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,True,True
3,True,False,False
4,False,False,True
5,True,False,False
6,True,False,True
7,False,False,False
8,False,True,True
9,True,False,False
10,True,False,True
11,False,False,False
12,True,False,True
13,False,False,False
14,False,False,True
15,True,False,True
16,False,False,True
17,False,False,False
18,False,False,True
19,False,False,False
20,False,False,False
21,False,True,False
22,False,False,False
23,True,False,False
24,False,False,False
25,False,False,False
26,False,False,False
27,False,False,False
28,False,True,False
29,False,False,False
30,True,False,False
31,False,False,False
32,False,False,True
33,True,False,False
34,False,False,False
35,False,False,False
36,False,False,True
37,False,False,False
38,False,True,False
39,False,False,False
40,False,False,True
41,False,False,False
42,False,False,False
43,False,True,False
44,False,False,False
45,False,False,False
46,False,False,False
47,True,False,True
48,False,False,True
49,False,False,False
50,True,False,False
51,False,False,False
52,False,False,False
53,False,False,False
54,False,False,False
55,False,True,True
56,False,False,True
57,False,False,False
58,False,False,False
59,False,False,False
60,False,False,False
61,False,False,False
62,False,False,False
63,True,True,False
64,False,False,True
65,False,False,False
66,False,True,False
67,False,False,False
68,True,False,False
69,False,False,False
70,False,False,False
71,False,False,False
