source,destination
4,55
4,64
6,91
5,74
5,83
3,40
1,15
3,49
4,57
8,103
2,32
4,66
5,76
5,85
1,8
3,42
1,17
2,25
4,59
2,34
7,94
0,0
5,78
1,10
3,44
2,27
4,61
9,106
5,71
5,80
1,3
3,37
1,12
2,20
4,54
8,100
2,29
9,108
5,73
5,82
1,5
1,14
2,22
3,51
2,31
8,102
9,110
4,68
5,75
5,84
1,7
1,16
2,24
8,104
2,33
6,88
5,77
7,96
1,9
1,18
3,46
2,26
2,35
9,105
4,63
6,90
5,70
7,98
1,2
1,11
3,39
2,19
3,48
2,28
8,99
4,56
9,107
4,65
6,92
1,4
1,13
3,41
2,21
3,50
2,30
8,101
4,58
9,109
4,67
7,93
1,6
5,86
3,43
2,23
3,52
4,60
6,87
4,69
7,95
0,1
5,79
3,36
3,45
4,53
4,62
6,89
7,97
5,72
5,81
3,38
3,47
