source,destination
15,140
6,82
4,64
2,39
7,90
10,116
5,74
0,5
0,14
1,15
3,49
1,24
12,125
15,142
6,84
8,103
2,32
4,66
2,41
7,92
10,118
5,76
0,7
13,129
1,17
1,26
8,96
12,127
2,34
2,43
7,94
9,113
5,69
0,0
11,119
14,136
0,9
13,131
1,19
1,28
8,98
4,61
2,36
7,87
9,106
5,71
0,2
11,121
14,138
13,133
1,21
15,139
8,100
3,58
2,38
9,108
10,115
5,73
11,123
1,23
15,141
3,51
2,31
8,102
2,40
9,110
6,86
4,68
5,75
1,22
1,16
1,25
3,53
2,33
8,104
6,79
2,42
9,112
14,135
5,77
0,11
13,130
1,18
3,46
8,97
3,55
2,35
9,105
6,81
4,63
5,70
7,89
11,120
14,137
0,4
0,13
13,132
1,20
3,48
8,99
3,57
2,37
9,107
12,124
6,83
4,65
7,91
10,117
0,6
3,50
2,30
8,101
3,59
9,109
12,126
15,143
6,85
4,67
7,93
0,8
3,52
1,27
6,78
4,60
9,111
12,128
14,134
2,44
7,95
0,1
0,10
3,45
3,54
1,29
6,80
4,62
7,88
10,114
5,72
0,3
11,122
0,12
3,47
3,56
