index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,False,True
3,False,False,False
4,False,False,True
5,True,False,False
6,False,True,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,False,True
11,True,False,False
12,False,False,True
13,True,False,False
14,False,True,True
15,True,False,False
16,False,False,True
17,True,False,False
18,True,False,True
19,False,False,False
20,False,False,True
21,True,False,False
22,False,False,True
23,True,False,False
24,False,False,True
25,False,False,False
26,False,False,False
27,True,False,False
28,False,False,True
29,False,False,False
30,False,False,False
31,False,True,False
32,False,False,False
33,False,False,False
34,False,False,False
35,False,False,False
36,False,False,True
37,False,True,False
38,False,False,False
39,False,False,False
40,False,False,False
41,False,False,False
42,True,False,False
43,False,False,True
44,False,False,False
45,False,False,False
46,False,False,False
47,False,False,False
48,False,False,True
49,False,False,False
50,False,False,True
51,False,False,False
52,False,False,False
53,False,True,False
54,False,False,False
55,False,False,False
56,False,False,False
57,True,False,False
58,False,False,False
59,False,False,False
60,False,False,True
61,False,False,False
62,False,False,False
63,False,False,False
64,True,False,False
65,False,False,False
66,False,False,False
67,False,False,False
68,False,False,False
69,False,False,False
70,False,False,True
71,False,True,False
72,False,False,True
73,False,False,False
74,False,False,False
75,False,False,False
76,False,True,False
77,False,False,False
78,False,False,False
79,True,False,False
80,False,False,False
81,False,False,False
82,False,False,False
83,False,False,True
84,False,False,True
85,False,False,False
86,True,False,False
87,False,False,False
88,False,False,False
89,False,False,False
90,False,False,True
91,False,False,False
92,False,False,False
93,False,True,False
94,False,False,False
95,False,False,False
96,False,False,True
97,False,False,False
98,False,False,False
99,False,False,True
100,False,False,False
101,False,False,False
102,False,False,False
103,False,False,False
104,False,False,False
105,False,False,False
106,False,False,False
107,True,True,False
108,False,False,True
109,False,False,False
110,False,False,False
111,False,False,False
112,False,False,False
113,False,False,False
114,False,False,False
115,False,False,False
116,False,True,False
117,False,False,True
118,True,False,False
119,False,False,False
120,False,False,False
121,False,False,False
122,False,False,False
123,False,False,False
124,False,False,False
125,False,False,False
126,False,False,False
127,False,False,False
128,False,False,False
129,False,False,False
130,False,True,False
131,True,False,False
132,False,False,True
133,False,False,False
134,False,True,False
135,False,False,False
136,False,False,False
137,False,False,False
138,True,False,False
139,False,False,False
140,False,False,False
141,False,False,False
142,False,False,False
143,False,False,False
144,False,False,False
145,False,False,False
146,False,False,False
147,True,False,False
148,False,False,False
149,False,True,False
150,False,False,False
151,False,False,False
152,False,False,False
153,False,False,False
154,False,False,False
155,False,False,False
