index,is_relaxed,is_in_good_operators
0,False,True
1,False,False
2,False,True
3,False,False
4,False,False
5,False,True
6,False,False
7,False,True
8,True,True
9,False,True
10,False,False
11,False,True
12,False,False
13,False,True
14,True,True
15,False,False
16,False,True
17,False,False
18,False,True
19,False,False
20,False,True
21,False,False
22,False,False
23,False,False
24,False,False
25,False,False
26,False,False
27,False,False
28,True,True
29,False,False
30,False,False
31,False,False
32,True,True
33,False,False
34,False,False
35,False,False
36,False,False
37,False,False
38,False,False
39,False,False
40,False,False
41,False,False
42,False,False
43,False,False
44,False,False
45,False,False
46,True,True
47,False,False
48,False,False
49,False,False
50,False,False
51,False,False
52,False,False
53,False,False
54,False,False
55,False,False
56,False,False
57,False,False
58,False,False
59,False,False
60,False,False
61,False,False
62,False,False
63,False,False
64,False,False
65,True,True
66,False,False
67,False,False
68,False,False
69,False,False
70,False,False
71,False,False
72,False,False
73,False,False
74,False,True
75,False,False
76,False,False
77,False,False
78,False,False
79,False,False
80,True,True
81,False,False
82,False,False
83,False,False
84,False,False
85,False,False
86,False,False
87,False,False
88,False,False
89,False,False
90,False,False
91,False,False
92,False,True
93,False,False
94,False,False
95,False,False
96,False,False
97,False,False
98,False,False
99,True,True
100,False,False
101,False,False
102,False,False
103,False,False
104,False,False
105,False,False
106,False,False
107,False,False
108,False,False
109,False,False
110,False,False
111,True,True
112,False,False
113,True,True
114,False,True
115,False,False
116,False,False
117,False,False
118,False,False
119,False,False
120,False,False
121,False,False
122,False,False
123,False,False
124,False,False
125,False,False
126,True,True
127,False,False
128,False,False
129,False,False
130,False,False
131,False,False
132,False,False
133,False,False
134,True,True
135,False,False
136,False,False
137,False,False
138,False,False
139,False,False
140,False,False
141,False,False
142,False,False
143,False,False
144,False,False
145,False,False
146,False,False
147,True,True
148,False,False
149,False,False
150,False,False
151,False,False
152,False,False
153,False,False
154,False,False
155,False,False
156,False,False
157,False,False
158,False,False
159,False,False
160,True,True
161,False,False
162,False,False
163,False,False
164,False,False
165,True,True
166,False,False
167,False,False
168,False,False
169,False,False
170,False,False
171,False,False
172,False,False
173,False,False
174,False,False
175,False,False
176,False,False
177,False,False
178,True,True
179,False,False
180,False,False
181,False,False
182,False,False
183,True,True
184,False,True
185,False,False
186,False,False
187,False,False
188,False,False
189,False,False
190,False,False
191,False,False
192,False,False
193,False,False
194,False,False
195,False,False
196,False,False
197,False,False
198,False,False
199,False,False
200,False,False
201,False,False
202,False,True
203,False,False
204,False,False
205,False,False
206,False,False
207,False,False
208,False,False
209,False,False
210,False,False
211,True,True
212,False,False
213,False,False
214,False,False
215,False,False
216,False,False
217,False,False
218,False,False
219,False,False
220,False,False
221,False,False
222,False,False
223,False,False
224,False,True
225,False,False
226,False,False
227,True,True
228,False,False
229,False,False
230,False,False
231,False,False
232,False,False
233,False,False
234,True,True
235,False,False
236,False,False
237,False,False
238,False,False
239,False,False
240,False,False
241,False,False
