source,destination
0,5
8,73
3,31
14,95
1,15
4,48
7,65
13,90
15,96
0,7
3,33
4,41
1,17
7,67
2,25
13,92
0,0
0,9
9,76
3,35
1,10
6,61
4,43
1,19
7,69
2,27
5,53
0,2
12,86
3,37
1,12
6,63
4,45
10,79
2,20
2,29
5,55
12,88
3,30
14,94
1,14
4,47
2,22
13,89
5,57
15,98
4,40
1,16
7,66
11,82
2,24
5,50
5,59
8,70
1,18
7,68
11,84
2,26
5,52
12,85
0,4
8,72
1,11
10,78
3,39
2,28
5,54
12,87
0,6
8,74
1,13
3,32
10,80
2,21
4,49
5,56
13,91
15,97
0,8
9,75
3,34
11,81
6,60
2,23
4,42
5,58
0,1
9,77
3,36
11,83
6,62
4,44
5,51
0,3
8,71
14,93
3,38
6,64
4,46
