source,destination
13,97
16,111
19,128
0,5
9,72
12,89
0,14
3,40
6,57
11,87
1,15
7,65
1,24
2,32
17,115
8,66
16,113
0,7
9,74
12,91
6,59
1,17
18,122
1,26
2,34
17,117
0,0
8,68
0,9
9,76
12,93
14,99
7,60
4,43
1,19
1,28
13,94
5,53
19,125
0,2
3,37
6,54
14,101
4,45
7,62
10,79
1,21
19,127
15,105
6,56
18,119
4,47
7,64
10,81
1,23
2,31
5,48
17,114
9,73
12,90
15,107
6,58
1,16
18,121
10,83
1,25
2,33
5,50
17,116
12,92
8,70
0,11
1,18
18,123
11,84
2,35
5,52
17,118
13,96
16,110
0,4
0,13
7,61
10,78
1,20
3,39
11,86
14,103
4,46
13,98
15,104
16,112
0,6
10,80
3,41
11,88
2,30
15,106
8,67
0,8
9,75
18,120
10,82
4,42
5,49
1,27
15,108
19,124
0,1
8,69
0,10
9,77
3,36
14,100
4,44
5,51
1,29
13,95
14,102
16,109
19,126
0,3
8,71
0,12
3,38
6,55
11,85
7,63
1,22
