source,destination
7,72
0,5
9,81
12,98
3,40
1,15
6,66
4,48
1,24
7,74
2,32
0,7
9,83
12,100
3,42
1,17
4,50
1,26
2,34
13,101
0,0
0,9
9,85
6,61
1,19
7,69
10,86
5,53
0,2
3,37
6,63
4,45
1,21
7,71
10,88
2,29
5,55
12,97
6,65
1,14
4,47
1,23
7,73
10,90
2,31
5,57
12,99
8,77
1,16
1,25
7,75
11,91
2,33
5,59
13,103
0,11
8,79
1,18
7,68
11,93
2,35
5,52
13,105
0,4
0,13
1,20
3,39
10,87
2,28
11,95
5,54
0,6
9,82
3,41
10,89
6,67
2,30
4,49
5,56
0,8
8,76
9,84
3,43
6,60
4,51
1,27
5,58
13,102
0,1
0,10
8,78
3,36
6,62
4,44
11,92
7,70
13,104
0,3
0,12
8,80
12,96
3,38
6,64
4,46
11,94
1,22
