index,is_relaxed,is_in_good_operators
0,False,False
1,False,True
2,False,True
3,True,True
4,True,True
5,True,True
6,False,True
7,False,True
8,False,False
9,False,False
10,False,False
11,False,False
12,False,False
13,False,False
14,False,False
15,True,True
16,False,False
17,False,False
18,False,False
19,False,False
20,True,True
21,False,False
22,False,False
23,False,False
24,False,False
25,True,True
26,True,True
27,False,False
28,False,False
29,False,False
30,False,False
31,False,False
32,True,True
33,False,False
34,False,False
35,False,False
36,False,False
37,True,True
38,False,False
39,True,True
40,False,False
41,False,False
42,False,False
43,False,False
44,False,False
45,False,False
46,False,False
47,False,False
48,False,False
49,False,False
