source,destination
7,72
10,107
3,13
6,48
8,82
4,30
6,57
5,37
9,90
7,65
9,99
7,74
3,6
11,108
3,15
2,4
4,23
6,50
4,32
6,59
5,39
9,92
7,67
3,8
11,110
0,0
3,17
4,25
6,52
6,61
7,69
10,104
3,10
3,19
4,27
1,3
6,54
7,62
12,113
7,71
5,46
10,106
3,12
4,20
4,29
6,56
8,84
7,64
7,73
9,101
3,14
4,22
6,49
4,31
6,58
8,77
8,86
7,66
7,75
5,41
9,94
9,103
3,7
11,109
3,16
4,24
6,51
4,33
8,79
8,88
5,34
7,68
5,43
9,96
12,114
3,9
11,111
3,18
4,26
1,2
8,81
5,36
5,45
9,98
12,115
3,11
4,28
8,83
5,38
9,91
5,47
9,100
9,97
4,21
8,76
2,5
8,85
6,60
5,40
9,93
9,102
0,1
8,78
6,53
8,87
5,42
9,95
12,112
7,70
10,105
8,80
6,55
5,35
8,89
5,44
7,63
