index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,False,True
3,False,False,False
4,False,True,True
5,True,False,False
6,False,False,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,False,True
11,True,False,False
12,False,False,True
13,True,False,False
14,False,False,True
15,False,False,False
16,False,False,False
17,True,False,False
18,False,False,True
19,False,True,False
20,False,False,False
21,False,False,True
22,False,False,False
23,True,False,False
24,False,False,False
25,False,True,False
26,False,False,True
27,False,False,False
28,False,False,True
29,False,False,False
30,False,False,False
31,False,True,False
32,True,False,False
33,False,False,False
34,False,False,True
35,False,False,True
36,False,True,False
37,False,False,True
38,False,False,False
39,False,False,False
40,True,False,False
41,False,False,False
42,False,False,True
43,False,False,False
44,False,False,True
45,False,True,False
46,False,False,False
47,False,False,False
48,True,False,False
49,False,False,True
50,False,False,False
51,True,False,False
52,False,False,False
53,False,False,False
54,False,False,False
55,False,True,False
