index,is_in_good_operators
0,True
1,True
2,False
3,False
4,False
5,False
6,True
7,True
8,True
9,True
10,False
11,False
12,True
13,True
14,True
15,True
16,False
17,False
18,False
19,False
20,True
21,True
22,True
23,True
24,False
25,False
26,True
27,True
28,True
29,True
30,False
31,False
32,False
33,False
34,True
35,True
36,True
37,True
38,False
39,False
40,True
41,True
42,True
43,True
44,False
45,False
46,False
47,False
48,True
49,True
50,True
51,True
52,False
53,False
54,True
55,True
56,True
57,True
58,False
59,False
60,False
61,False
62,True
63,True
64,True
65,True
66,False
67,False
68,True
69,True
70,True
71,True
72,True
73,True
74,False
75,False
76,True
77,False
78,True
79,True
80,False
81,False
82,True
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,False
145,False
146,False
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,True
155,True
156,True
157,True
158,False
159,False
160,True
161,True
162,True
163,True
164,True
165,True
166,True
167,True
168,False
169,False
170,True
171,True
172,True
173,True
174,True
175,True
176,True
177,True
178,False
179,False
180,True
181,True
182,True
183,True
184,True
185,True
186,True
187,True
188,False
189,False
190,True
191,True
192,True
193,True
194,True
195,True
196,True
197,True
198,False
199,False
200,True
201,True
202,True
203,True
204,True
205,True
206,True
207,True
208,True
209,True
210,True
211,True
212,True
213,True
214,True
215,True
216,True
217,True
218,True
219,True
220,True
221,True
222,True
223,True
224,True
225,True
226,True
227,True
228,False
229,False
230,False
231,False
232,True
233,True
234,True
235,True
236,True
237,True
238,True
239,True
240,True
241,True
242,True
243,True
244,False
245,False
246,False
247,False
248,False
249,True
250,False
251,True
252,False
253,False
254,False
255,False
256,False
257,False
258,False
259,False
260,False
261,False
262,False
263,False
264,False
265,False
266,False
267,False
268,False
269,False
270,False
271,False
272,False
273,False
274,False
275,False
276,False
277,False
278,False
279,False
280,False
281,False
282,False
283,False
284,False
285,False
286,False
287,False
288,False
289,False
290,False
291,False
292,False
293,False
294,False
295,False
296,False
297,False
298,False
299,False
300,False
301,False
302,False
303,False
304,False
305,False
306,False
307,False
308,False
309,False
310,False
311,False
312,False
313,False
314,False
315,False
316,False
317,False
318,False
319,False
320,False
321,False
322,False
323,False
324,False
325,False
326,False
327,False
328,False
329,False
330,False
331,False
332,False
333,False
334,False
335,False
336,False
337,False
338,False
339,False
340,False
341,False
342,False
343,False
344,False
345,False
346,False
347,False
348,False
349,False
350,False
351,False
352,False
353,False
354,False
355,False
356,False
357,False
358,False
359,False
360,False
361,False
362,False
363,False
364,False
365,False
366,False
367,False
368,True
369,False
370,True
371,False
372,True
373,False
374,True
375,False
376,False
377,False
378,False
379,False
380,True
381,False
382,True
383,False
384,True
385,False
386,True
387,False
388,True
389,False
390,True
391,False
392,True
393,False
394,True
395,False
396,False
397,False
398,False
399,False
400,True
401,False
402,True
403,False
404,True
405,False
406,True
407,False
408,True
409,False
410,True
411,False
412,True
413,False
414,True
415,False
416,False
417,False
418,False
419,False
420,True
421,False
422,True
423,False
424,True
425,False
426,True
427,False
428,True
429,False
430,True
431,False
432,True
433,False
434,True
435,False
436,False
437,False
438,False
439,False
440,True
441,False
442,True
443,False
444,True
445,False
446,True
447,False
448,True
449,False
450,True
451,False
452,True
453,False
454,True
455,False
456,False
457,False
458,False
459,False
460,True
461,False
462,True
463,False
464,True
465,False
466,True
467,False
468,False
469,True
470,False
471,True
472,False
473,True
474,False
475,True
476,False
477,False
478,False
479,False
480,False
481,True
482,False
483,True
484,False
485,True
486,False
487,True
488,False
489,True
490,False
491,True
492,False
493,True
494,False
495,True
496,False
497,False
498,False
499,False
500,False
501,True
502,False
503,True
504,False
505,True
506,False
507,True
508,False
509,True
510,False
511,True
512,False
513,True
514,False
515,True
516,False
517,False
518,False
519,False
520,False
521,True
522,False
523,True
524,False
525,True
526,False
527,True
528,False
529,True
530,False
531,True
532,False
533,True
534,False
535,True
536,False
537,False
538,False
539,False
540,False
541,True
542,False
543,True
544,False
545,True
546,False
547,True
548,False
549,True
550,False
551,True
552,False
553,True
554,False
555,True
556,False
557,False
558,False
559,False
560,False
561,True
562,False
563,True
564,False
565,True
566,False
567,True
568,False
569,False
570,True
571,True
572,False
573,False
574,True
575,True
576,False
577,False
578,False
579,False
580,True
581,True
582,False
583,False
584,True
585,True
586,False
587,False
588,False
589,False
590,True
591,True
592,False
593,False
594,True
595,True
596,False
597,False
598,False
599,False
600,True
601,True
602,False
603,False
604,True
605,True
606,False
607,False
608,False
609,False
610,True
611,True
612,False
613,False
614,True
615,True
616,False
617,False
618,True
619,True
620,True
621,True
