source,destination
10,43
7,35
45,138
3,13
55,157
29,105
62,172
2,11
12,52
15,69
46,139
52,152
16,77
8,39
18,83
36,119
10,45
25,98
3,15
53,153
42,132
22,92
63,173
43,133
1,8
50,148
12,54
15,71
60,167
16,79
49,146
67,182
33,113
20,88
0,0
5,23
23,93
13,58
56,160
40,127
15,73
58,163
27,102
30,107
37,122
11,48
14,65
6,27
47,141
0,2
21,89
4,18
54,156
17,82
65,177
5,25
13,60
38,123
44,136
51,150
16,74
8,36
28,103
61,170
24,96
10,42
11,50
45,137
6,29
32,112
4,20
35,117
68,184
31,110
1,5
15,68
52,151
59,166
16,76
39,126
8,38
10,44
25,97
3,14
22,91
66,180
29,106
1,7
50,147
15,70
19,86
16,78
67,181
36,120
14,62
57,161
20,87
3,16
7,32
26,100
13,57
43,134
64,175
27,101
16,80
34,116
9,41
37,121
11,47
14,64
6,26
4,17
7,34
23,94
13,59
41,130
44,135
62,171
2,10
12,51
30,108
48,144
11,49
14,66
6,28
32,111
21,90
4,19
13,61
42,131
1,4
55,158
2,12
59,165
16,75
39,125
8,37
12,53
28,104
46,140
49,145
6,30
18,84
10,46
66,179
4,21
35,118
53,154
1,6
5,22
56,159
19,85
63,174
12,55
15,72
60,168
7,31
26,99
33,114
13,56
0,1
54,155
17,81
5,24
34,115
51,149
40,128
9,40
58,164
14,63
61,169
24,95
57,162
7,33
41,129
47,142
0,3
65,178
2,9
68,183
31,109
64,176
38,124
15,67
48,143
