index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,True
3,True,False,False
4,False,True,True
5,True,False,False
6,False,True,True
7,True,False,False
8,False,False,True
9,True,False,False
10,True,False,True
11,False,False,False
12,False,False,True
13,True,False,True
14,False,False,True
15,False,False,False
16,True,False,True
17,False,False,False
18,False,True,False
19,False,False,False
20,False,False,False
21,False,False,True
22,False,True,False
23,False,False,False
24,False,False,False
25,False,False,True
26,True,False,False
27,False,False,False
28,False,False,True
29,False,False,False
30,False,False,False
31,False,False,False
32,False,False,False
33,False,True,True
34,True,False,False
35,False,False,True
36,True,False,False
37,False,False,False
38,False,False,False
39,False,False,False
40,False,False,False
41,False,True,True
42,False,False,True
43,False,False,False
44,True,False,False
45,False,False,False
46,False,True,False
47,False,False,False
48,False,False,False
49,False,False,True
50,False,False,False
51,False,False,False
52,False,False,False
53,True,False,False
54,False,False,False
55,False,True,False
