0,0,0
0,1,1
0,2,2
0,3,3
0,4,4
0,5,5
0,6,6
0,7,7
0,8,8
0,9,9
1,0,10
1,1,11
1,2,12
1,3,13
1,4,14
1,5,15
1,6,16
1,7,17
1,8,18
1,9,19
2,0,20
2,1,21
3,0,22
3,1,23
4,0,24
4,1,25
5,0,26
5,1,27
6,0,28
6,1,29
7,0,30
7,1,31
8,0,32
8,1,33
9,0,34
9,1,35
10,0,36
10,1,37
10,2,38
10,3,39
10,4,40
11,0,41
11,1,42
11,2,43
11,3,44
11,4,45
12,0,46
12,1,47
12,2,48
12,3,49
12,4,50
13,0,51
13,1,52
13,2,53
13,3,54
13,4,55
14,0,56
14,1,57
14,2,58
14,3,59
14,4,60
15,0,61
15,1,62
15,2,63
15,3,64
15,4,65
16,0,66
16,1,67
16,2,68
16,3,69
16,4,70
17,0,71
17,1,72
17,2,73
17,3,74
17,4,75
