source,destination
1,31
6,82
4,64
2,39
5,74
0,5
0,14
12,107
3,49
9,99
1,24
6,84
2,32
4,66
10,100
2,41
7,92
17,124
5,76
0,7
12,109
1,17
14,115
1,26
8,96
2,34
10,102
2,43
17,126
0,0
5,78
0,9
15,119
1,19
1,28
2,36
11,103
2,45
0,2
5,80
1,21
1,30
3,58
2,38
11,105
2,47
5,73
16,122
1,23
3,51
3,60
2,40
6,86
4,68
5,75
1,22
1,16
1,25
8,95
3,53
2,33
10,101
14,117
3,62
2,42
17,125
6,88
4,70
5,77
13,112
15,118
0,11
1,18
3,55
2,35
6,90
4,72
13,114
0,4
15,120
0,13
1,20
3,48
9,98
3,57
2,37
11,104
6,83
4,65
7,91
0,6
16,121
0,15
12,108
3,50
3,59
11,106
6,85
4,67
7,93
0,8
16,123
8,94
12,110
3,52
14,116
1,27
3,61
6,87
4,69
2,44
13,111
0,1
5,79
0,10
3,54
1,29
3,63
6,89
4,71
2,46
13,113
0,3
5,81
0,12
9,97
3,56
