source,destination
23,68
41,104
44,109
62,145
7,35
0,5
30,82
48,118
4,30
1,15
14,49
32,85
21,64
42,105
55,132
11,44
59,139
39,99
28,78
0,7
46,114
49,119
12,45
18,58
1,17
66,153
2,25
35,92
53,128
56,133
19,59
63,148
0,0
6,34
60,142
5,32
1,10
26,73
33,88
54,129
17,55
50,122
0,2
34,89
51,123
40,102
58,138
3,28
61,143
24,69
57,136
1,12
2,20
41,103
47,116
65,152
10,42
31,83
64,150
38,98
48,117
4,29
1,14
45,112
2,22
8,38
55,131
11,43
29,79
62,146
46,113
52,126
15,52
18,57
36,93
25,72
1,16
2,24
53,127
9,39
42,106
22,66
63,147
43,107
6,33
13,48
60,141
16,53
49,120
67,156
1,9
33,87
2,26
20,62
23,67
56,134
40,101
58,137
27,76
0,4
1,11
30,81
37,96
2,19
47,115
65,151
21,63
54,130
17,56
38,97
44,110
51,124
7,36
28,77
0,6
61,144
24,70
1,13
45,111
2,21
8,37
14,50
32,86
35,91
31,84
52,125
15,51
59,140
39,100
0,8
25,71
5,31
12,46
2,23
22,65
66,154
29,80
50,121
13,47
19,60
0,1
67,155
3,27
36,94
57,135
20,61
9,40
26,74
10,41
43,108
64,149
27,75
0,3
16,54
34,90
37,95
2,18
