source,destination
52,104
55,121
15,30
4,9
89,196
25,50
5,10
12,25
73,163
91,199
22,44
54,113
11,23
29,59
57,130
77,172
50,100
13,26
19,39
55,123
80,177
87,192
98,213
3,6
18,37
36,73
64,144
71,159
2,4
20,40
9,19
26,53
88,193
94,206
54,115
10,20
43,87
6,13
78,173
55,125
27,54
62,140
16,33
34,69
95,207
37,74
0,0
85,187
92,202
54,108
23,47
41,83
44,88
7,14
55,118
84,185
75,167
55,127
99,216
59,134
30,61
48,97
83,183
14,28
32,64
21,43
82,181
1,3
69,156
42,84
66,148
90,197
55,120
39,78
56,128
28,57
46,93
63,143
89,195
76,170
49,98
12,24
97,211
60,137
93,204
67,152
35,71
53,107
70,157
77,171
84,186
19,38
55,122
87,191
74,166
5,11
58,133
91,200
26,52
61,138
33,67
94,205
81,180
17,34
50,101
54,117
65,147
98,214
55,124
34,68
51,102
40,81
3,7
71,160
24,48
92,201
72,161
79,176
41,82
47,95
10,21
54,110
78,174
96,210
31,62
38,77
99,215
62,141
68,154
86,190
48,96
4,8
37,75
85,188
21,42
1,2
45,91
8,17
69,155
54,112
11,22
29,58
44,89
66,150
28,56
46,92
63,142
52,105
15,31
76,169
83,184
18,36
36,72
60,136
25,51
32,65
67,151
73,164
35,70
53,106
9,18
42,85
22,45
54,114
57,131
90,198
43,86
6,12
39,79
13,27
56,129
74,165
80,178
16,32
49,99
58,132
64,145
97,212
33,66
2,5
20,41
81,179
70,158
88,194
23,46
54,116
65,146
40,80
55,126
27,55
95,208
30,60
0,1
61,139
79,175
47,94
54,109
17,35
96,209
38,76
51,103
7,15
55,119
68,153
75,168
86,189
24,49
59,135
72,162
45,90
8,16
14,29
93,203
82,182
54,111
31,63
66,149
