index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,True,True
3,False,False,False
4,False,False,True
5,True,False,False
6,True,True,False
7,False,False,False
8,False,False,False
9,True,False,False
10,False,False,True
11,True,False,True
12,False,False,False
13,False,True,False
14,False,False,False
15,False,False,True
16,False,False,False
17,False,False,False
18,False,False,True
19,True,True,False
20,False,False,True
21,False,False,False
22,False,True,False
23,True,False,False
24,False,False,False
25,False,False,True
26,False,False,False
27,False,False,False
28,False,False,False
29,True,True,False
