source,destination
1,31
2,39
4,73
2,48
7,99
11,115
0,5
0,14
1,24
1,33
8,103
2,41
2,50
7,101
0,7
5,85
0,16
1,17
12,118
1,26
8,105
2,34
2,43
10,111
0,0
0,9
5,87
1,19
1,28
2,36
3,65
2,45
10,113
0,2
4,82
5,89
1,21
1,30
3,58
2,38
9,108
3,67
2,47
11,114
6,93
4,75
4,84
1,23
1,32
3,51
8,102
3,60
2,40
9,110
2,49
4,68
11,116
6,95
4,77
1,22
1,25
3,53
8,104
3,62
2,42
4,70
4,79
0,11
1,18
3,55
2,35
8,106
3,64
4,72
4,81
7,98
0,4
0,13
1,20
5,91
3,57
2,37
9,107
3,66
6,92
4,74
4,83
7,100
0,6
0,15
12,117
3,59
9,109
6,94
4,76
0,8
5,86
3,52
12,119
1,27
3,61
4,69
6,96
2,44
4,78
10,112
0,1
0,10
5,88
3,54
1,29
3,63
4,71
2,46
4,80
7,97
0,3
0,12
5,90
3,56
