source,destination
4,55
6,91
10,107
5,65
3,13
5,74
3,22
5,83
3,31
2,11
4,39
4,48
12,116
4,57
10,109
5,67
3,15
5,76
3,24
5,85
3,33
4,41
4,50
4,59
7,94
11,110
5,69
0,0
3,17
5,78
3,26
5,87
3,35
4,43
4,52
8,98
4,61
11,112
5,71
0,2
3,19
5,80
3,28
5,89
3,37
4,45
4,54
8,100
10,106
5,64
3,12
6,93
5,73
3,21
5,82
3,30
1,5
4,38
4,47
10,108
5,66
3,14
5,75
3,23
5,84
1,7
4,40
9,103
5,68
3,16
5,77
3,25
7,96
2,8
12,114
9,105
4,63
11,111
6,90
5,70
3,18
2,10
8,99
12,115
4,56
11,113
6,92
1,4
3,32
8,101
4,49
12,117
4,58
1,6
5,86
3,34
4,42
4,51
9,102
4,60
7,95
0,1
5,79
3,27
5,88
3,36
4,44
4,53
9,104
4,62
7,97
5,72
0,3
3,20
5,81
3,29
2,9
4,46
