source,destination
4,55
1,31
2,39
7,90
5,65
0,5
0,14
3,49
9,99
12,116
1,24
6,75
4,57
2,32
7,83
2,41
11,108
5,67
0,7
3,42
1,17
1,26
6,77
4,59
8,96
2,34
7,85
10,102
11,110
5,69
0,0
0,9
3,44
1,19
4,52
1,28
4,61
2,36
7,87
10,104
5,62
5,71
0,2
12,113
1,21
4,54
1,30
2,38
10,106
5,64
13,117
1,23
8,93
3,51
7,82
9,101
2,40
11,107
5,66
1,22
13,119
1,16
1,25
8,95
2,33
6,79
11,109
5,68
13,121
0,11
1,18
3,46
12,114
6,72
2,35
10,103
6,81
11,111
5,70
7,89
0,4
0,13
1,20
3,48
9,98
12,115
6,74
2,37
4,56
5,63
7,91
0,6
0,15
8,92
3,50
9,100
6,76
4,58
7,84
13,118
0,8
3,43
8,94
1,27
6,78
4,60
7,86
0,1
13,120
0,10
3,45
12,112
4,53
1,29
6,80
7,88
10,105
0,3
0,12
3,47
9,97
6,73
