source,destination
10,34
43,101
27,68
16,47
34,83
0,5
37,88
1,15
23,61
41,97
44,102
7,28
0,7
30,75
4,23
48,111
14,42
32,78
21,57
1,17
42,98
11,37
39,92
28,71
0,0
46,107
12,38
18,51
1,10
35,85
19,52
6,27
0,2
5,25
26,66
1,12
33,81
17,48
34,82
40,95
3,21
24,62
1,14
41,96
47,109
10,35
31,76
38,91
48,110
4,22
1,16
45,105
8,31
11,36
29,72
46,106
15,45
18,50
36,86
1,9
25,65
9,32
42,99
22,59
43,100
6,26
13,41
16,46
0,4
1,11
33,80
2,19
20,55
23,60
40,94
27,69
0,6
30,74
37,89
1,13
47,108
21,56
17,49
38,90
44,103
7,29
28,70
24,63
0,8
45,104
8,30
14,43
32,79
35,84
9,33
31,77
15,44
39,93
0,1
25,64
5,24
12,39
22,58
29,73
13,40
19,53
0,3
3,20
36,87
2,18
20,54
26,67
