source,destination
4,55
7,81
10,98
2,39
5,65
0,5
0,14
3,40
9,90
1,15
3,49
6,75
1,24
4,57
2,32
7,83
5,67
0,7
3,42
9,92
1,17
4,50
1,26
6,77
4,59
2,34
11,101
5,60
5,69
0,0
0,9
3,44
6,70
1,19
4,52
1,28
10,95
2,36
11,103
5,62
0,2
1,21
4,54
7,80
10,97
2,38
5,64
1,23
2,31
7,82
10,99
5,66
1,22
1,16
8,86
1,25
9,94
2,33
11,100
6,79
5,68
0,11
1,18
8,88
3,46
6,72
2,35
11,102
5,61
0,4
0,13
1,20
3,48
10,96
6,74
2,37
4,56
11,104
5,63
0,6
3,41
9,91
2,30
6,76
4,58
7,84
0,8
8,85
3,43
9,93
4,51
1,27
6,78
0,1
0,10
8,87
3,45
6,71
4,53
1,29
0,3
0,12
8,89
3,47
6,73
