source,destination
31,191
27,105
18,81
27,114
31,200
25,96
30,174
28,122
9,63
28,131
0,5
22,90
28,140
3,31
6,48
4,39
13,72
1,15
31,184
16,77
31,193
27,107
29,141
27,116
30,176
28,124
20,86
28,133
0,7
3,24
23,91
6,50
4,32
1,8
7,58
31,186
27,100
27,109
27,118
30,169
30,178
28,126
0,0
29,155
28,135
17,80
3,26
6,52
4,34
1,10
7,60
27,102
24,94
27,111
30,162
30,171
8,61
29,148
28,128
14,74
30,180
0,2
29,157
28,137
3,28
4,36
1,12
15,75
2,20
27,104
5,46
27,113
30,164
25,95
30,173
12,70
28,121
31,202
29,150
28,130
30,182
22,89
29,159
28,139
11,68
3,30
6,47
4,38
7,55
13,71
1,14
19,84
2,22
27,106
18,82
27,115
30,166
31,195
29,143
28,123
30,175
20,85
29,152
9,64
26,98
28,132
29,161
6,49
10,65
7,57
27,99
16,78
5,41
27,108
27,117
30,168
31,188
31,197
29,145
28,125
30,177
29,154
28,134
3,25
23,92
6,51
4,33
1,9
7,59
2,17
27,101
5,43
27,110
31,190
30,170
31,199
29,147
28,127
14,73
30,179
21,88
29,156
0,4
4,35
1,11
2,19
27,103
5,45
31,183
30,163
31,192
30,172
12,69
28,120
31,201
29,149
29,158
0,6
7,54
1,13
19,83
2,21
31,185
30,165
31,194
29,142
31,203
29,151
26,97
29,160
17,79
7,56
2,23
5,40
31,187
30,167
31,196
24,93
29,144
27,119
29,153
0,1
10,66
28,136
3,27
6,53
2,16
5,42
31,189
31,198
27,112
29,146
21,87
8,62
30,181
28,129
0,3
28,138
11,67
3,29
2,18
4,37
5,44
15,76
