index,is_in_good_operators
0,True
1,True
2,False
3,True
4,True
5,False
6,False
7,False
8,True
9,False
10,False
11,False
12,True
13,True
14,True
15,True
16,False
17,True
18,True
19,False
20,False
21,False
22,True
23,True
24,True
25,True
26,False
27,True
28,True
29,True
30,False
31,False
32,True
33,True
34,True
35,True
36,True
37,True
38,False
39,True
40,True
41,True
42,True
43,False
44,False
45,True
46,True
47,False
48,False
49,True
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,True
59,False
60,False
61,False
62,False
63,False
64,False
65,False
66,False
67,True
68,False
69,False
70,False
71,False
72,False
73,False
74,False
75,False
76,False
77,True
78,False
79,False
80,True
81,True
82,False
83,False
84,False
85,False
86,False
87,False
88,True
89,False
90,False
91,False
92,False
93,False
94,True
95,False
96,False
97,True
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,True
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,False
122,True
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,False
145,False
146,False
147,False
148,True
149,False
150,False
151,False
152,False
153,False
154,False
155,True
156,False
157,False
158,False
159,False
160,True
161,False
162,True
163,False
164,False
165,False
166,False
167,True
168,False
169,True
170,False
171,False
172,True
173,True
174,True
175,False
176,False
177,False
178,True
179,True
180,True
181,False
182,False
183,True
184,True
185,True
186,False
187,False
188,True
189,True
190,True
191,True
192,True
193,True
194,False
195,True
196,True
197,True
198,False
199,False
200,False
201,True
202,True
203,True
204,False
205,True
206,False
207,False
208,False
209,False
210,False
211,False
212,False
213,False
214,False
215,False
216,False
217,True
218,False
219,False
220,False
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,True
234,False
235,False
236,False
237,True
238,True
239,False
240,False
241,False
242,False
243,False
244,False
245,False
246,False
247,False
248,True
249,False
250,False
251,False
252,False
253,False
254,False
255,False
256,False
257,False
258,False
259,False
260,False
261,False
262,False
263,False
264,False
265,False
266,True
267,False
268,False
269,False
270,False
271,False
272,False
273,False
274,False
275,False
276,False
277,False
278,False
279,False
280,False
281,False
282,False
283,False
284,False
285,False
286,False
287,False
288,False
289,False
290,False
291,False
292,True
293,False
294,False
295,False
296,False
297,False
298,False
299,False
300,False
301,False
302,False
303,False
304,False
305,False
306,False
307,True
308,False
309,False
310,False
311,False
312,False
313,False
314,False
315,False
316,False
317,False
318,False
319,False
320,True
321,False
322,False
323,False
324,False
325,False
326,False
327,True
328,True
329,True
330,True
331,False
332,False
333,False
334,True
335,True
336,False
337,False
