index,is_in_good_operators
0,False
1,False
2,True
3,True
4,False
5,False
6,True
7,True
8,False
9,False
10,True
11,True
12,False
13,False
14,True
15,True
16,False
17,False
18,True
19,True
20,False
21,False
22,True
23,True
24,False
25,False
26,True
27,True
28,False
29,False
30,True
31,True
32,False
33,False
34,True
35,True
36,False
37,False
38,True
39,True
40,False
41,False
42,True
43,True
44,False
45,False
46,True
47,True
48,False
49,False
50,True
51,True
52,False
53,False
54,True
55,True
56,False
57,False
58,True
59,True
60,False
61,False
62,True
63,True
64,False
65,False
66,True
67,True
68,False
69,False
70,True
71,True
72,False
73,False
74,True
75,True
76,False
77,False
78,True
79,True
80,False
81,False
82,True
83,True
84,True
85,True
86,True
87,True
88,False
89,False
90,True
91,True
92,False
93,False
94,True
95,True
96,False
97,False
98,True
99,True
100,False
101,False
102,True
103,True
104,False
105,False
106,True
107,True
108,False
109,False
110,True
111,True
112,False
113,False
114,True
115,True
116,False
117,False
118,True
119,True
120,False
121,False
122,True
123,True
124,False
125,False
126,True
127,True
128,False
129,False
130,True
131,True
132,False
133,False
134,True
135,True
136,False
137,False
138,True
139,True
140,False
141,False
142,True
143,True
144,False
145,False
146,True
147,True
148,False
149,False
150,True
151,True
152,False
153,False
154,True
155,True
156,False
157,False
158,True
159,True
160,False
161,False
162,True
163,True
164,False
165,False
166,True
167,True
168,False
169,False
