source,destination
15,30
50,116
4,9
25,50
5,10
12,25
45,92
73,163
22,44
57,130
11,23
29,59
77,172
13,26
19,39
80,177
3,6
18,37
36,73
71,159
46,105
45,94
2,4
20,40
9,19
26,53
57,132
10,20
43,87
6,13
78,173
27,54
16,33
34,69
64,146
37,74
46,107
0,0
45,96
48,113
23,47
41,83
44,88
7,14
75,167
55,127
62,142
46,100
30,61
46,109
14,28
32,64
49,114
21,43
82,181
1,3
69,156
42,84
53,123
39,78
56,128
28,57
63,143
46,102
76,170
12,24
60,137
67,152
35,71
70,157
77,171
19,38
54,124
74,166
46,104
51,118
5,11
58,133
26,52
33,67
81,180
17,34
47,111
65,147
34,68
40,81
3,7
71,160
46,106
24,48
72,161
61,140
79,176
41,82
45,98
10,21
78,174
31,62
38,77
62,141
68,154
4,8
37,75
46,108
52,121
59,136
21,42
1,2
45,91
8,17
69,155
11,22
29,58
44,89
53,122
66,150
28,56
15,31
46,101
50,117
76,169
18,36
36,72
25,51
32,65
49,115
67,151
73,164
45,93
35,70
9,18
42,85
22,45
57,131
43,86
6,12
39,79
13,27
56,129
74,165
63,144
80,178
46,103
16,32
64,145
60,138
33,66
45,95
2,5
20,41
48,112
70,158
81,179
23,46
47,110
54,125
40,80
55,126
27,55
51,119
58,134
30,60
0,1
61,139
79,175
45,97
17,35
65,148
38,76
7,15
68,153
75,168
52,120
24,49
59,135
72,162
45,90
8,16
14,29
45,99
82,182
31,63
66,149
