index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,True
3,True,False,False
4,False,True,True
5,True,False,False
6,False,False,True
7,True,False,False
8,True,False,True
9,False,False,False
10,False,False,True
11,True,False,False
12,False,False,True
13,True,False,False
14,False,False,True
15,True,False,False
16,False,False,True
17,True,False,False
18,False,False,True
19,True,False,False
20,False,True,True
21,True,False,False
22,True,True,True
23,False,False,False
24,False,False,False
25,False,False,False
26,False,False,False
27,False,False,False
28,False,False,False
29,False,False,False
30,False,True,False
31,True,False,False
32,False,False,True
33,False,False,False
34,False,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,False,False,False
39,False,False,False
40,True,False,False
41,False,False,False
42,False,False,False
43,False,False,False
44,False,False,False
45,False,False,False
46,False,False,False
47,False,True,False
48,False,False,True
49,False,False,False
50,False,False,False
51,False,False,True
52,False,True,False
53,False,False,False
54,False,False,False
55,False,False,False
56,False,False,False
57,True,False,False
58,False,False,False
59,False,False,False
60,False,False,True
61,False,False,False
62,True,False,False
63,False,False,False
64,False,False,False
65,False,False,False
66,False,False,True
67,False,True,False
68,False,False,False
69,False,False,False
70,False,False,False
71,False,False,False
72,False,False,True
73,False,False,True
74,False,False,False
75,False,False,False
76,False,False,False
77,False,False,False
78,False,False,False
79,False,False,False
80,True,True,False
81,False,False,False
82,False,False,False
83,False,False,False
84,False,False,True
85,False,False,False
86,False,False,False
87,False,False,False
88,False,False,True
89,False,False,False
90,False,False,False
91,False,False,False
92,False,False,False
93,False,False,False
94,False,False,False
95,True,True,False
96,False,False,True
97,False,False,False
98,False,False,False
99,True,False,False
100,False,False,False
101,False,False,False
102,False,True,False
103,False,False,False
104,False,False,False
105,False,False,False
106,False,False,False
107,False,False,True
108,False,False,True
109,False,False,False
110,False,False,False
111,False,False,False
112,False,False,False
113,False,False,False
114,True,False,False
115,False,False,True
116,False,False,False
117,False,False,False
118,False,False,False
119,False,True,False
120,False,False,True
121,True,False,False
122,False,False,False
123,False,False,False
124,False,True,False
125,False,False,False
126,False,False,False
127,False,False,False
128,False,False,False
129,False,False,False
130,False,False,False
131,False,False,False
132,False,False,True
133,False,False,False
134,False,False,False
135,False,True,False
136,False,False,False
137,False,False,False
138,False,False,False
139,False,False,False
140,False,False,False
141,False,False,False
142,False,False,False
143,True,False,False
144,False,False,True
145,False,True,False
146,False,False,False
147,False,False,False
148,False,False,False
149,False,False,False
150,False,False,False
151,True,False,False
152,False,False,False
153,False,False,False
154,False,False,False
155,False,False,False
