source,destination
6,82
8,110
8,119
5,65
7,99
8,128
3,22
3,31
2,11
11,133
4,39
4,48
6,75
6,84
8,112
7,92
8,121
5,67
3,15
7,101
3,24
9,129
3,33
1,8
4,41
13,138
4,50
6,77
8,114
5,60
7,94
8,123
5,69
0,0
3,17
3,26
4,34
4,43
4,52
5,53
8,116
5,62
8,125
5,71
0,2
3,19
3,28
7,108
4,36
4,45
5,55
8,118
5,64
8,127
3,21
14,140
3,30
1,5
4,38
2,13
4,47
8,111
5,57
6,86
5,66
8,120
12,136
3,23
7,103
1,7
4,40
13,137
6,79
5,59
8,113
6,88
5,68
3,16
3,25
7,96
9,130
7,105
1,9
10,131
6,72
6,81
5,61
6,90
5,70
3,18
7,98
7,107
0,4
4,35
2,10
6,74
5,54
6,83
5,63
7,91
14,139
7,100
7,109
3,32
2,12
11,134
4,49
6,76
5,56
6,85
12,135
7,93
8,122
7,102
1,6
2,14
4,42
4,51
6,78
5,58
6,87
8,115
7,95
8,124
7,104
0,1
3,27
4,44
6,80
6,89
8,117
7,97
8,126
7,106
0,3
3,20
10,132
3,29
4,37
4,46
6,73
