source,destination
6,82
4,64
2,39
7,90
10,116
5,74
0,5
11,124
1,15
3,49
1,24
4,57
12,125
6,84
8,103
2,32
4,66
2,41
7,92
10,118
5,76
0,7
3,42
1,17
1,26
4,59
12,127
8,105
2,34
7,94
9,113
0,0
14,136
5,78
0,9
3,44
13,131
1,19
8,98
4,61
2,36
9,106
5,71
0,2
11,121
14,138
13,133
1,21
8,100
2,29
2,38
9,108
10,115
5,73
11,123
1,14
1,23
3,51
2,31
8,102
2,40
9,110
6,86
4,68
5,75
1,16
1,25
3,53
2,33
8,104
6,79
9,112
12,129
14,135
5,77
7,96
0,11
13,130
1,18
3,46
8,97
3,55
2,35
6,81
4,63
9,114
5,70
7,89
11,120
14,137
0,4
0,13
13,132
1,20
3,48
2,28
8,99
2,37
4,56
9,107
6,83
4,65
7,91
14,139
10,117
0,6
13,134
3,50
2,30
8,101
4,58
9,109
12,126
6,85
4,67
7,93
10,119
0,8
3,43
3,52
1,27
4,60
9,111
12,128
6,87
4,69
7,95
0,1
0,10
3,45
3,54
6,80
4,62
7,88
5,72
0,3
11,122
0,12
3,47
1,22
